City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
464,Northam,GB,51.0333,-4.2167,63.61,85,15,6.53,few clouds,2022-07-28 20:07:58
465,Bose,IT,45.4612,8.0137,70.88,91,7,5.37,clear sky,2022-07-28 20:07:59
466,Summerland,CA,49.5998,-119.6691,100.18,20,49,0.18,scattered clouds,2022-07-28 20:07:59
467,Stanghelle,NO,60.5528,5.7357,61.84,81,23,1.86,few clouds,2022-07-28 20:07:59
468,Tiznit,MA,29.5833,-9.5,73.63,58,0,3.38,clear sky,2022-07-28 20:08:00
469,Wanning,CN,18.8003,110.3967,79.54,85,30,5.95,scattered clouds,2022-07-28 20:08:00
470,Coahuayana,MX,18.7333,-103.6833,88.9,60,51,6.69,broken clouds,2022-07-28 20:08:00
471,Selikhino,RU,50.3672,137.4996,67.26,98,100,1.95,overcast clouds,2022-07-28 20:08:01
472,Boa Vista,BR,2.8197,-60.6733,80.58,78,75,5.75,broken clouds,2022-07-28 20:05:03
473,Tucuman,AR,-26.8241,-65.2226,53.6,94,75,6.91,broken clouds,2022-07-28 20:08:01
474,Yar-Sale,RU,66.8333,70.8333,62.08,63,96,5.64,overcast clouds,2022-07-28 20:05:23
475,Ourem,PT,39.6417,-8.5919,70.56,78,0,1.01,clear sky,2022-07-28 20:03:17
476,Atar,MR,20.5169,-13.0499,103.71,9,0,4.56,clear sky,2022-07-28 20:03:50
477,Belawan,ID,3.7755,98.6832,77.29,91,100,5.73,light rain,2022-07-28 20:08:02
478,Yarim,YE,14.298,44.3779,61.14,58,94,5.23,overcast clouds,2022-07-28 20:08:02
479,Labuhan,ID,-6.8844,112.2051,75.65,86,68,7.76,broken clouds,2022-07-28 20:08:02
480,Anapskaya,RU,44.89,37.38,66.43,88,0,2.24,clear sky,2022-07-28 20:08:03
481,Sinjar,IQ,36.3209,41.8754,91.8,12,0,14.81,clear sky,2022-07-28 20:08:03
482,Sal Rei,CV,16.1833,-22.9167,77.88,80,0,16.6,clear sky,2022-07-28 20:08:04
483,Novikovo,RU,51.1537,37.8879,66.99,81,75,10.16,broken clouds,2022-07-28 20:08:04
484,Barceloneta,PR,18.4505,-66.5385,88.29,74,1,20.74,clear sky,2022-07-28 20:08:04
485,Chifeng,CN,42.2683,118.9636,64.11,86,100,3.89,moderate rain,2022-07-28 20:04:16
486,Pangkalanbuun,ID,-2.6833,111.6167,74.73,98,98,2.08,overcast clouds,2022-07-28 20:08:05
487,La Seyne-Sur-Mer,FR,43.0982,5.8847,81.88,47,7,3.0,clear sky,2022-07-28 20:08:05
488,Mabaruma,GY,8.2,-59.7833,83.97,70,24,6.73,few clouds,2022-07-28 20:04:46
489,Pemangkat,ID,1.1667,108.9667,78.35,85,91,2.21,overcast clouds,2022-07-28 20:00:32
490,Nileshwar,IN,12.25,75.1,79.14,91,47,9.55,scattered clouds,2022-07-28 20:08:06
491,Uarini,BR,-2.99,-65.1083,88.41,48,63,0.74,broken clouds,2022-07-28 20:08:06
492,Kalmar,SE,56.6616,16.3616,62.53,80,75,8.05,broken clouds,2022-07-28 20:08:06
493,Lethem,GY,3.3803,-59.7968,85.14,69,98,3.15,overcast clouds,2022-07-28 20:08:07
494,Fallon,US,39.4735,-118.7774,102.92,11,20,0.0,few clouds,2022-07-28 20:08:07
495,Porto Velho,BR,-8.7619,-63.9039,95.05,26,20,5.75,few clouds,2022-07-28 20:08:07
496,Ugoofaaru,MV,5.6667,73.0,81.55,78,65,17.02,broken clouds,2022-07-28 20:08:08
497,Batemans Bay,AU,-35.7167,150.1833,43.84,91,88,5.12,overcast clouds,2022-07-28 20:08:08
498,Kirakira,SB,-10.4544,161.9205,79.05,85,79,8.88,broken clouds,2022-07-28 20:08:08
499,Itacare,BR,-14.2775,-38.9967,72.5,78,3,5.57,clear sky,2022-07-28 20:08:08
500,Majene,ID,-3.5403,118.9707,76.24,90,96,9.93,overcast clouds,2022-07-28 20:06:01
501,Havoysund,NO,70.9963,24.6622,48.43,83,56,11.1,broken clouds,2022-07-28 20:08:09
502,Athabasca,CA,54.7169,-113.2854,84.52,45,2,10.49,clear sky,2022-07-28 20:08:09
503,Carbondale,US,37.7273,-89.2168,86.05,76,40,12.66,scattered clouds,2022-07-28 20:03:54
504,Solginskiy,RU,61.05,41.3428,62.94,97,100,6.96,overcast clouds,2022-07-28 20:08:10
505,Bad Frankenhausen,DE,51.35,11.1,71.01,42,100,1.99,overcast clouds,2022-07-28 20:08:10
506,Rognan,NO,67.0953,15.3878,54.05,63,90,1.92,overcast clouds,2022-07-28 20:08:10
507,La Union,PE,-5.4,-80.75,83.97,40,4,12.77,clear sky,2022-07-28 20:08:11
508,Husainabad,IN,24.5333,84.0167,82.69,73,38,4.79,scattered clouds,2022-07-28 20:08:11
509,Kurchum,KZ,48.5722,83.6542,71.87,46,24,6.38,few clouds,2022-07-28 20:08:11
510,Maarianhamina,AX,60.0973,19.9348,49.86,81,0,3.44,clear sky,2022-07-28 20:08:12
511,Ust-Omchug,RU,61.15,149.6333,50.99,77,100,4.81,light rain,2022-07-28 20:08:12
512,Astoria,US,46.1879,-123.8313,74.46,81,40,5.75,scattered clouds,2022-07-28 20:08:12
513,Fereydun Kenar,IR,36.6864,52.5225,78.49,83,99,13.8,light rain,2022-07-28 20:08:13
514,Flinders,AU,-34.5833,150.8552,50.18,83,61,5.99,broken clouds,2022-07-28 20:00:30
515,Carmen,MX,18.6333,-91.8333,89.64,58,40,9.22,scattered clouds,2022-07-28 20:08:13
516,Poum,NC,-20.2333,164.0167,70.99,76,5,10.11,clear sky,2022-07-28 20:05:19
517,Flin Flon,CA,54.7682,-101.865,79.56,26,30,3.04,scattered clouds,2022-07-28 20:08:14
518,Kodala,IN,19.6333,84.95,81.57,81,100,2.98,overcast clouds,2022-07-28 20:08:14
519,Muborak,UZ,39.2553,65.1528,85.35,20,0,14.67,clear sky,2022-07-28 20:08:14
520,Mnogovershinnyy,RU,53.9353,139.9242,56.95,87,100,0.94,overcast clouds,2022-07-28 20:08:14
521,Siderno,IT,38.2779,16.302,79.34,78,0,7.61,clear sky,2022-07-28 20:08:15
522,Naantali,FI,60.4674,22.0243,59.11,82,0,4.61,clear sky,2022-07-28 20:08:15
523,Asyut,EG,27.181,31.1837,91.85,14,0,6.4,clear sky,2022-07-28 20:08:15
524,Cayenne,GF,4.9333,-52.3333,85.08,7,75,6.91,broken clouds,2022-07-28 20:05:05
525,Cabedelo,BR,-6.9811,-34.8339,79.47,80,5,12.41,clear sky,2022-07-28 20:03:57
526,Khotynets,RU,53.1286,35.3966,57.63,87,94,6.49,overcast clouds,2022-07-28 20:08:16
527,San Carlos,VE,9.6612,-68.5827,82.9,72,100,1.12,overcast clouds,2022-07-28 20:08:16
528,Melfort,CA,52.8667,-104.6177,72.97,43,7,4.59,clear sky,2022-07-28 20:08:17
529,Arenapolis,BR,-14.4503,-56.8461,95.25,16,9,5.3,clear sky,2022-07-28 20:08:17
530,Ayutla,MX,20.1167,-104.3333,73.99,70,100,5.64,overcast clouds,2022-07-28 20:08:17
531,Kamenka,RU,51.3223,42.7678,73.29,59,92,2.44,overcast clouds,2022-07-28 20:08:18
532,Male,MV,4.1748,73.5089,81.43,78,66,14.99,broken clouds,2022-07-28 20:08:18
533,Qui Nhon,VN,13.7667,109.2333,78.6,88,36,3.8,scattered clouds,2022-07-28 20:08:18
534,Vaitape,PF,-16.5167,-151.75,79.41,71,1,24.58,light rain,2022-07-28 20:08:19
535,Hinton,CA,53.4001,-117.5857,91.58,19,3,3.15,clear sky,2022-07-28 20:08:19
536,Borba,BR,-4.3878,-59.5939,96.53,26,5,2.71,clear sky,2022-07-28 20:08:19
537,Borogontsy,RU,62.6683,131.1683,68.41,67,6,3.13,clear sky,2022-07-28 20:08:20
538,San Quintin,MX,30.4833,-115.95,74.26,66,9,12.82,clear sky,2022-07-28 20:08:20
539,Muroto,JP,33.2833,134.15,80.08,85,39,11.88,scattered clouds,2022-07-28 20:08:20
540,Kuvshinovo,RU,57.0295,34.1725,55.56,89,100,3.87,overcast clouds,2022-07-28 20:08:21
541,Innisfail,AU,-17.5333,146.0333,59.85,79,25,4.88,scattered clouds,2022-07-28 20:08:21
542,Xining,CN,36.6167,101.7667,55.67,64,99,1.99,overcast clouds,2022-07-28 19:59:10
543,Sueca,ES,39.2026,-0.3111,84.65,77,0,11.01,clear sky,2022-07-28 20:08:21
544,Ratholo,BW,-22.7245,27.572,58.59,45,0,7.4,clear sky,2022-07-28 20:08:22
545,Wewak,PG,-3.5534,143.6268,78.64,86,91,9.33,moderate rain,2022-07-28 20:08:22
546,Stornoway,GB,58.2093,-6.3865,60.76,82,52,3.44,broken clouds,2022-07-28 20:08:22
547,Taltal,CL,-25.4,-70.4833,64.06,70,99,6.53,overcast clouds,2022-07-28 20:05:48
548,Gwadar,PK,25.1216,62.3254,82.08,76,100,6.42,overcast clouds,2022-07-28 20:08:23
549,Elizabeth City,US,36.2946,-76.2511,97.02,60,20,14.97,few clouds,2022-07-28 20:08:23
550,Dobsina,SK,48.8207,20.3699,63.55,81,42,5.61,scattered clouds,2022-07-28 20:08:23
551,Mayo,US,38.8876,-76.5119,94.46,72,0,9.22,clear sky,2022-07-28 20:03:59
552,Muzhi,RU,65.3667,64.6667,61.72,60,79,7.25,broken clouds,2022-07-28 20:08:24
553,Nalut,LY,30.3333,10.85,93.96,15,50,7.14,scattered clouds,2022-07-28 20:05:51
554,Yeniseysk,RU,58.4497,92.1703,56.97,84,28,4.23,scattered clouds,2022-07-28 20:08:24
555,Livingston,GB,55.9029,-3.5226,59.13,79,40,2.3,scattered clouds,2022-07-28 20:08:25
556,Zhigalovo,RU,54.8097,105.1578,54.14,98,100,3.4,light rain,2022-07-28 20:08:25
557,Carballo,ES,43.213,-8.691,69.22,90,5,1.97,clear sky,2022-07-28 20:04:28
558,Saint-Francois,FR,46.4154,3.9054,74.64,43,0,6.91,clear sky,2022-07-28 20:04:40
559,Chauk,MM,20.8833,94.8167,87.53,61,97,5.06,overcast clouds,2022-07-28 20:08:26
560,Zhangye,CN,38.9342,100.4517,72.73,31,2,8.01,clear sky,2022-07-28 20:04:40
561,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,95.76,22,0,2.44,clear sky,2022-07-28 20:08:26
562,Avrig,RO,45.7167,24.3833,66.85,82,41,3.38,scattered clouds,2022-07-28 20:03:32
563,Bam,IR,29.106,58.357,88.2,44,91,4.79,overcast clouds,2022-07-28 20:08:26
564,San Miguel,SV,13.4833,-88.1833,88.61,55,100,1.99,overcast clouds,2022-07-28 20:08:27
565,Constitucion,CL,-35.3333,-72.4167,58.28,62,0,13.44,clear sky,2022-07-28 20:00:36
566,Hobyo,SO,5.3505,48.5268,75.97,86,61,24.18,broken clouds,2022-07-28 20:05:18
567,Pangai,TO,-19.8,-174.35,76.39,83,58,22.57,broken clouds,2022-07-28 20:08:27
568,Pochutla,MX,15.7432,-96.4661,87.82,70,85,6.96,overcast clouds,2022-07-28 20:05:42
569,Lapugiu De Jos,RO,45.8833,22.4833,69.01,69,90,2.17,overcast clouds,2022-07-28 20:08:27
570,Praya,CV,14.9215,-23.5087,86.54,42,0,5.75,clear sky,2022-07-28 20:08:28
571,Aykhal,RU,66.0,111.5,67.55,67,9,4.45,clear sky,2022-07-28 20:08:28
572,Vakhtan,RU,57.9659,46.6889,59.79,88,0,5.41,clear sky,2022-07-28 20:08:29
573,Ambunti,PG,-4.2365,142.8448,71.98,100,36,1.01,scattered clouds,2022-07-28 20:08:29
574,Champerico,GT,14.3,-91.9167,83.35,74,100,9.37,overcast clouds,2022-07-28 20:05:30
575,Ornskoldsvik,SE,63.2909,18.7153,54.55,82,100,4.61,overcast clouds,2022-07-28 20:08:29
576,Tongliao,CN,43.6125,122.2653,68.09,98,100,7.29,moderate rain,2022-07-28 20:08:30
577,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,63.43,54,100,11.43,overcast clouds,2022-07-28 20:04:15
578,Juybar,IR,36.6412,52.9124,76.3,90,98,8.7,light rain,2022-07-28 20:08:30
579,Qitaihe,CN,45.8,130.85,68.05,94,98,5.46,overcast clouds,2022-07-28 20:08:30
580,Quelimane,MZ,-17.8786,36.8883,67.08,71,87,3.67,overcast clouds,2022-07-28 20:08:31
581,Ilhabela,BR,-23.7781,-45.3581,75.43,64,19,3.44,few clouds,2022-07-28 20:06:51
582,Agirish,RU,61.9247,63.0231,58.12,61,0,2.1,clear sky,2022-07-28 20:08:31
583,Tessalit,ML,20.1986,1.0114,95.56,23,91,11.41,overcast clouds,2022-07-28 20:08:32
584,Boldumsaz,TM,42.1282,59.671,84.15,31,2,9.35,clear sky,2022-07-28 20:08:32
585,Chapais,CA,49.7834,-74.8492,62.38,94,100,8.12,overcast clouds,2022-07-28 20:08:32
586,Antalaha,MG,-14.9003,50.2788,67.28,87,16,7.36,few clouds,2022-07-28 20:08:33
587,Fare,PF,-16.7,-151.0167,79.18,72,0,24.72,clear sky,2022-07-28 20:08:33
588,Yashkul,RU,46.1711,45.3435,79.07,49,0,5.19,clear sky,2022-07-28 20:08:33
589,Mbuguni,TZ,-3.5667,36.95,65.3,74,56,7.76,broken clouds,2022-07-28 20:08:33
590,Davila,PH,18.4726,120.5763,81.25,81,92,3.65,overcast clouds,2022-07-28 20:08:34
591,Safaga,EG,26.7292,33.9365,90.73,32,1,6.04,clear sky,2022-07-28 20:06:42
592,Wanxian,CN,30.8039,108.3897,77.86,83,0,1.74,clear sky,2022-07-28 20:08:34
593,Salinopolis,BR,-0.6136,-47.3561,81.84,77,57,9.13,broken clouds,2022-07-28 20:08:35
594,Longkou,CN,37.6508,120.3286,76.6,91,100,6.73,moderate rain,2022-07-28 20:08:35
595,Ixtapa,MX,20.7,-105.2,89.22,62,40,8.05,scattered clouds,2022-07-28 20:05:52
596,High Level,CA,58.5169,-117.136,73.72,67,89,7.7,overcast clouds,2022-07-28 20:05:44
597,Matadi,CD,-5.8167,13.45,73.65,71,93,8.75,overcast clouds,2022-07-28 20:08:36
598,Agadir,MA,30.4202,-9.5982,73.85,72,0,4.5,clear sky,2022-07-28 20:08:36
599,Sobolevo,RU,54.4299,31.8996,55.24,80,0,4.65,clear sky,2022-07-28 20:08:36
600,Karatau,KZ,43.1667,70.4667,76.15,34,0,4.23,clear sky,2022-07-28 20:08:36
601,Tukums,LV,56.9669,23.1553,54.75,87,0,6.33,clear sky,2022-07-28 20:08:37
602,Mikropolis,GR,41.1935,23.8157,78.3,62,96,5.84,overcast clouds,2022-07-28 20:08:37
603,Tondon,GN,10.3667,-13.35,73.74,95,60,3.42,broken clouds,2022-07-28 20:08:37
604,Along,IN,28.1667,94.7667,73.63,98,73,1.14,broken clouds,2022-07-28 20:08:38
605,Jinan,CN,36.6683,116.9972,73.44,95,95,3.31,overcast clouds,2022-07-28 20:08:38
606,Morgantown,US,39.6295,-79.9559,81.32,91,100,4.61,overcast clouds,2022-07-28 20:08:29
607,Nakamura,JP,32.9833,132.9333,77.38,93,18,7.85,few clouds,2022-07-28 20:08:38
608,Itanhem,BR,-17.1664,-40.33,75.02,57,18,9.26,few clouds,2022-07-28 20:08:39
609,Sao Lourenco Do Sul,BR,-31.3653,-51.9783,56.73,97,100,17.02,moderate rain,2022-07-28 20:08:39
610,Tecolutla,MX,20.4833,-97.0167,91.26,62,100,11.81,overcast clouds,2022-07-28 20:08:40
611,Victor Harbor,AU,-35.5667,138.6167,43.68,90,100,8.34,overcast clouds,2022-07-28 20:08:40
612,Belyy Yar,RU,53.6039,91.3903,57.09,77,0,6.71,clear sky,2022-07-28 20:08:40
613,Ridgecrest,US,35.6225,-117.6709,101.68,17,75,4.61,broken clouds,2022-07-28 20:08:40
614,Soyo,AO,-6.1349,12.3689,70.97,84,28,6.82,scattered clouds,2022-07-28 20:08:41
615,Ustyuzhna,RU,58.8394,36.4321,58.17,97,100,6.08,overcast clouds,2022-07-28 20:08:41
616,Achacachi,BO,-16.05,-68.6833,55.87,24,48,7.72,scattered clouds,2022-07-28 20:08:41
617,Caluquembe,AO,-13.7833,14.6833,59.13,45,9,5.41,clear sky,2022-07-28 20:08:42
618,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,52.39,100,75,4.47,fog,2022-07-28 20:05:30
619,Piacabucu,BR,-10.4056,-36.4344,73.96,87,36,12.12,scattered clouds,2022-07-28 20:08:42
620,Argayash,RU,55.4888,60.8767,58.69,83,100,7.23,overcast clouds,2022-07-28 20:08:42
621,Champawat,IN,29.3333,80.1,62.33,89,100,2.84,moderate rain,2022-07-28 20:08:43
622,Bubaque,GW,11.2833,-15.8333,79.99,83,45,12.88,scattered clouds,2022-07-28 20:05:33
623,Shu,KZ,43.5983,73.7614,77.04,31,0,2.37,clear sky,2022-07-28 20:08:43
624,Rabo De Peixe,PT,37.8,-25.5833,72.91,73,40,9.22,scattered clouds,2022-07-28 20:06:44
625,Tombouctou,ML,20.0,-3.0,103.44,15,2,8.08,clear sky,2022-07-28 20:08:44
626,Taybad,IR,34.74,60.7756,85.48,22,7,18.72,clear sky,2022-07-28 20:08:44
627,Aktau,KZ,43.65,51.2,72.18,67,0,10.25,clear sky,2022-07-28 20:08:44
628,Dubasari,MD,47.2631,29.1608,79.59,39,100,9.15,overcast clouds,2022-07-28 20:08:45
629,Maniitsoq,GL,65.4167,-52.9,41.63,87,91,1.83,overcast clouds,2022-07-28 20:08:45
630,Buenos Aires,AR,-34.6132,-58.3772,57.97,57,40,8.05,scattered clouds,2022-07-28 20:05:07
631,Ormara,PK,25.2088,64.6357,82.02,78,100,14.43,overcast clouds,2022-07-28 20:08:46
632,Strelka,RU,58.0728,93.0344,61.97,77,100,4.25,overcast clouds,2022-07-28 20:08:46
633,Muravlenko,RU,63.7898,74.523,58.46,69,3,3.29,clear sky,2022-07-28 20:06:58
634,Hammerfest,NO,70.6634,23.6821,48.65,87,75,14.97,broken clouds,2022-07-28 20:08:46
